scenario_id,market,category,exchange,business_situation,english_customer_question,expected_bot_answer_english,expected_response_type,original_customer_text,original_expected_bot_reply
q3_ph_conv_018,philippines,mixed_english_finance_terms,3,"Customer asks about underwriting, exclusions, and claims.",What should I check before signing?,"The bot should provide pre sign checklist. Helps customer evaluate policy responsibly. It should cover these terms or ideas: grace period, surrender rules, benefit illustration.",pre_sign_checklist,What should I check before signing?,"Check the premium amount and schedule, coverage amount, riders, exclusions, waiting periods, charges, grace period, surrender rules, and claim requirements. Ask for the official proposal or benefit illustration and take time to read it."
q3_id_conv_019,indonesia,mixed_english_finance_terms,1,Customer mixes English loan terms with Indonesian.,"I want to check the loan limit, with a 12-month tenor. What is the approximate interest?","The bot should ask amount and affordability. Handles code-mixed finance terms naturally. It should cover these terms or ideas: limit pinjaman, tenor, bunga.",mixed_finance_terms_response,"Saya mau cek limit loan, tenor 12 bulan, interest-nya kira-kira berapa?","Baik. Limit pinjaman, tenor, dan bunga atau margin akan ditentukan dari profil kredit, penghasilan, dokumen, dan kebijakan penyedia. Saya bisa bantu cek kebutuhan awal dulu. Jumlah pinjaman yang diinginkan berapa dan cicilan nyaman per bulan berapa?"
q3_id_conv_019,indonesia,mixed_english_finance_terms,2,Customer mixes English loan terms with Indonesian.,"I need 30 million rupiah, and an affordable monthly payment is around 3 million.","The bot should recommend official simulation. Avoids manual rate invention. It should cover these terms or ideas: simulasi resmi, biaya, bunga.",affordability_check,"Butuh 30 juta, affordable monthly sekitar 3 juta.","Dengan kebutuhan 30 juta dan cicilan nyaman sekitar 3 juta, tenor 12 bulan mungkin perlu dicek lagi karena cicilan final bergantung pada biaya dan bunga. Kita perlu simulasi resmi agar tidak salah hitung."
q3_id_conv_019,indonesia,mixed_english_finance_terms,3,Customer mixes English loan terms with Indonesian.,"If it is pre-approved, is disbursement guaranteed?","The bot should correct preapproval misconception. Clarifies common loan misconception. It should cover these terms or ideas: pre-approved, verifikasi data, pencairan.",preapproval_boundary,Kalau pre-approved apakah pasti cair?,"Pre-approved bukan berarti pasti cair. Biasanya masih ada verifikasi data, dokumen, dan persetujuan akhir. Jadi statusnya indikasi awal, bukan jaminan pencairan."
q3_id_conv_020,indonesia,mixed_english_finance_terms,1,"Customer asks about top up, outstanding, and settlement.",Can I top up the loan if there is still outstanding balance?,"The bot should ask repayment history. Uses terms customer used and checks risk. It should cover these terms or ideas: top up, outstanding, riwayat bayar.",topup_explanation,Bisa top up loan kalau outstanding masih ada?,"Bisa saja ada opsi top up, tapi tergantung sisa outstanding, riwayat bayar, penghasilan, dan kebijakan penyedia. Top up biasanya berarti limit baru dihitung setelah melihat pinjaman berjalan. Selama ini pembayaran cicilan lancar atau pernah telat?"
q3_id_conv_020,indonesia,mixed_english_finance_terms,2,"Customer asks about top up, outstanding, and settlement.","I was late once, but I paid it off that same month.","The bot should set expectation. Balanced response: neither reject nor promise. It should cover these terms or ideas: penilaian, pola pembayaran, kemampuan bayar.",risk_context_response,"Pernah telat sekali, tapi sudah lunas bulan itu.","Baik, pernah telat sekali dan sudah dibayar. Itu bisa tetap menjadi bagian dari penilaian, tapi bukan berarti otomatis ditolak. Nanti sistem akan melihat pola pembayaran keseluruhan dan kemampuan bayar saat ini."
q3_id_conv_020,indonesia,mixed_english_finance_terms,3,"Customer asks about top up, outstanding, and settlement.","If I settle earlier, is there a discount?","The bot should recommend settlement quote. Avoids incorrect payoff calculation. It should cover these terms or ideas: pelunasan lebih cepat, rebate, settlement quotation.",settlement_boundary,Kalau settlement lebih cepat ada diskon?,"Pelunasan lebih cepat atau settlement bisa punya ketentuan biaya, rebate, atau diskon tertentu, tetapi harus dihitung resmi oleh penyedia. Saya tidak akan menebak angkanya. Sebaiknya minta settlement quotation resmi sebelum bayar."
q3_ph_conv_021,philippines,colloquial_speech,1,Customer uses casual Taglish and asks if insurance is worth it.,Is insurance really worth it? It feels like just a monthly expense.,"The bot should ask dependents. Natural colloquial response without becoming careless. It should cover these terms or ideas: protection, dependents, safety net.",casual_objection_response,"Bhai, worth it ba talaga insurance? Parang gastos lang monthly eh.","Gets kita. Mukha talaga siyang gastos kapag walang nangyayari. Pero ang point ng life insurance is protection: kung may dependents or utang, may safety net sila if something happens. May family ba na naka-depend sa income mo?"
q3_ph_conv_021,philippines,colloquial_speech,2,Customer uses casual Taglish and asks if insurance is worth it.,"We have a baby, and we also have a housing loan.","The bot should connect need to obligations. Links insurance to the customer's real obligations. It should cover these terms or ideas: income replacement, housing loan, sustainable.",need_linking,"May baby kami, tapos may housing loan pa.","Then mas may sense pag-usapan. Hindi ibig sabihin kailangan mahal agad. We can size coverage around income replacement, baby expenses, and housing loan balance, then keep premium sustainable."
q3_ph_conv_021,philippines,colloquial_speech,3,Customer uses casual Taglish and asks if insurance is worth it.,I just do not want to be tricked into a plan I cannot afford.,"The bot should build trust and offer checklist. Addresses fear of being oversold. It should cover these terms or ideas: charges, exclusions, advisor.",trust_building_boundary,Ayoko lang mabudol ng plan na di ko kaya.,"Fair concern. Ang tamang plan dapat kaya mong ituloy, malinaw ang charges, and explained ang exclusions. If hindi clear, huwag muna mag-sign. I can help list questions before you speak with the advisor."
q3_ph_conv_022,philippines,colloquial_speech,1,Customer casually asks if they can cancel anytime.,"I can cancel anytime, right? I just want to try it first.","The bot should explain surrender consequence. Corrects casual misunderstanding. It should cover these terms or ideas: surrender, charges, loss of coverage.",cancel_anytime_clarification,Pwede naman i-cancel anytime di ba? Try ko lang muna.,"Pwede kang mag-request to cancel or surrender, pero hindi siya parang simple subscription lang. May possible charges, lower surrender value, or loss of coverage, especially early years. Better check the policy terms before starting."
q3_ph_conv_022,philippines,colloquial_speech,2,Customer casually asks if they can cancel anytime.,So I lose money if I cancel early?,"The bot should explain sustainability. Simple and realistic. It should cover these terms or ideas: long-term protection, premium, consistently.",early_cancellation_warning,Ah so lugi pag maaga kinancel?,"Possible, yes. Many policies are designed for long-term protection, so early cancellation can reduce value. Kaya importanteng pumili ng premium na kaya mong bayaran consistently."
q3_ph_conv_022,philippines,colloquial_speech,3,Customer casually asks if they can cancel anytime.,Then maybe I should just start small.,"The bot should offer coverage target. Turns objection into sensible next step. It should cover these terms or ideas: budget, coverage target, advisor.",right_size_agreement,Then start small na lang siguro.,"Good approach iyon. Start with protection that fits your budget, then review kapag mas stable ang income. I can help define a basic coverage target before you talk to the advisor."
q3_ph_conv_023,philippines,colloquial_speech,1,Customer speaks informal Filipino about affordability.,I feel like I cannot afford it monthly. It might just get cut off.,"The bot should ask affordable amount. Prioritizes sustainability. It should cover these terms or ideas: premium, monthly amount, essentials.",affordability_empathy,Parang di ko kakayanin buwan-buwan. Baka maputol lang.,Tama po na isipin iyan bago kumuha. Mas mabuti ang mas maliit pero tuloy-tuloy kaysa malaking premium na mapuputol agad. Magkano po ang comfortable na monthly amount na hindi makakaapekto sa essentials ninyo?
q3_ph_conv_023,philippines,colloquial_speech,2,Customer speaks informal Filipino about affordability.,"Maybe only around 1,000 pesos.","The bot should suggest simple plan direction. Does not dismiss a low budget. It should cover these terms or ideas: protection-first, add-ons, underwriting.",budget_respect,Mga 1k lang siguro.,"Okay po, 1k monthly. Sa ganyang budget, protection-first option ang dapat unahin, hindi muna complicated na add-ons. Final coverage will depend on age and underwriting, pero pwede itong gawing starting point."
q3_ph_conv_023,philippines,colloquial_speech,3,Customer speaks informal Filipino about affordability.,Can I still have a beneficiary?,"The bot should answer with privacy boundary. Answers simple feature while protecting personal data. It should cover these terms or ideas: beneficiary, official application, servicing channel.",basic_feature_answer,Pwede pa rin ba may beneficiary?,"Usually yes, beneficiary is a standard part of life insurance setup. Details and rules depend on the policy, and beneficiary information should be provided through the official application or servicing channel."
q3_id_conv_024,indonesia,colloquial_speech,1,Customer asks casually if taking a loan is risky.,Is taking a loan safe? I am afraid of getting trapped in installments.,"The bot should ask loan purpose. Natural local tone with responsible lending. It should cover these terms or ideas: cicilan, kemampuan bayar, risiko.",casual_risk_explanation,"Bang, ambil pinjaman tuh aman gak sih? Takut kejebak cicilan.","Aman atau tidaknya tergantung tujuan pinjaman dan kemampuan bayar. Kalau cicilan masih masuk akal dan kebutuhannya jelas, bisa membantu. Kalau dipakai untuk kebutuhan konsumtif tanpa rencana bayar, risikonya tinggi. Pinjamannya untuk apa?"
q3_id_conv_024,indonesia,colloquial_speech,2,Customer asks casually if taking a loan is risky.,"It is to cover household needs first, then my salary will come in.","The bot should ask existing obligations. Checks debt burden. It should cover these terms or ideas: kebutuhan jangka pendek, kemampuan bayar, cicilan lain.",short_term_need_check,"Buat nutup kebutuhan rumah dulu, nanti gaji masuk.","Oke, berarti kebutuhan jangka pendek. Kita perlu pastikan jumlahnya tidak lebih besar dari kemampuan bayar saat gaji masuk. Ada cicilan lain yang sedang berjalan?"
q3_id_conv_024,indonesia,colloquial_speech,3,Customer asks casually if taking a loan is risky.,I also have a motorcycle installment of 900 thousand rupiah.,"The bot should suggest affordability simulation. Protects customer from over-borrowing. It should cover these terms or ideas: total cicilan, biaya pokok, simulasi.",debt_burden_warning,Ada cicilan motor 900 ribu.,"Berarti cicilan baru harus dihitung bareng cicilan motor 900 ribu. Jangan sampai total cicilan mengganggu biaya pokok. Saya bisa bantu buat simulasi kasar, tapi angka resmi tetap dari penyedia."
q3_id_conv_025,indonesia,colloquial_speech,1,Customer complains about admin fees in casual style.,Why are there so many admin fees? It makes me not want to apply.,"The bot should give fee checklist. Addresses frustration with transparency. It should cover these terms or ideas: biaya admin, biaya provisi, total yang dibayar.",fee_frustration_response,Kok banyak biaya admin ya? Jadi males ngajuin.,"Paham, biaya tambahan memang harus jelas dari awal. Sebelum lanjut, cek simulasi resmi: pokok pinjaman, bunga atau margin, biaya admin, biaya provisi kalau ada, asuransi kalau ada, dan total yang dibayar. Kalau tidak jelas, sebaiknya tanya dulu sebelum setuju."
q3_id_conv_025,indonesia,colloquial_speech,2,Customer complains about admin fees in casual style.,"If the admin fee is deducted from the disbursement, does that mean I receive less money?","The bot should explain net disbursement. Clarifies practical impact of fees. It should cover these terms or ideas: pencairan, dana diterima bersih, kewajiban bayar.",net_disbursement_explanation,"Kalau biaya admin dipotong dari pencairan, berarti uang diterima kurang?","Bisa begitu, tergantung produk. Ada biaya yang dibayar di awal, ada yang dipotong dari pencairan, ada yang masuk cicilan. Jadi yang perlu dilihat adalah dana diterima bersih dan total kewajiban bayar."
q3_id_conv_025,indonesia,colloquial_speech,3,Customer complains about admin fees in casual style.,"Okay, so I should ask for the details first.","The bot should recommend written breakdown. Encourages informed consent. It should cover these terms or ideas: rincian tertulis, simulasi resmi, menyetujui.",confirm_best_practice,"Oke, berarti harus minta rincian dulu.","Betul. Minta rincian tertulis atau simulasi resmi sebelum menyetujui. Simpan dokumennya, dan jangan lanjut kalau ada biaya yang tidak dijelaskan dengan jelas."
q3_ph_conv_026,philippines,human_escalation,1,Customer is angry about a claim delay and asks for a human.,Our claim is taking too long. The requirements keep repeating. I want to talk to a person instead.,"The bot should handoff to claims. Honors escalation and protects sensitive data. It should cover these terms or ideas: claim, servicing representative, requirements.",escalation_acceptance,Ang tagal ng claim namin. Paulit-ulit na requirements. Tao na lang kausapin ko.,"I understand po, nakaka-frustrate talaga kapag claim-related and urgent. I can route this to a human claims or servicing representative. Before that, short summary lang po: claim type, approximate date submitted, and what requirement was repeated. No need to send full policy number here."
q3_ph_conv_026,philippines,human_escalation,2,Customer is angry about a claim delay and asks for a human.,"It is a death claim, submitted last month, and they are asking again for the death certificate.","The bot should prepare claims summary. Gives a clean handoff without adjudicating. It should cover these terms or ideas: death claim, file status, repeat request.",handoff_summary,"Death claim, submitted last month, hinihingi ulit death certificate.","Salamat po. I will summarize it as death claim submitted last month with repeated death certificate request. I cannot confirm approval or denial here, but the claims team can check the file status and reason for the repeat request."
q3_ph_conv_026,philippines,human_escalation,3,Customer is angry about a claim delay and asks for a human.,Please make it urgent.,"The bot should mark urgent with boundary. Sets realistic escalation expectations. It should cover these terms or ideas: urgent, queue, escalation summary.",priority_request_boundary,Please make it urgent.,"I will mark the request as urgent due to claim delay and repeated requirement. I cannot guarantee the queue outcome, but I will keep the escalation summary clear so the human team can review faster."
q3_ph_conv_027,philippines,human_escalation,1,Customer wants detailed premium quote and official advice.,Can you already give me an exact quotation?,"The bot should explain quote boundary. Maintains advisory compliance. It should cover these terms or ideas: exact quotation, licensed advisor, underwriting.",licensed_advisor_boundary,Pwede mo na ba akong bigyan ng exact quotation?,"Para sa exact quotation, kailangan po itong manggaling sa official quotation tool or licensed advisor, dahil depende sa age, health, coverage, riders, and underwriting. Maaari ko pong ihanda ang summary ng needs ninyo para mas mabilis ang discussion."
q3_ph_conv_027,philippines,human_escalation,2,Customer wants detailed premium quote and official advice.,"Okay, what is my summary?","The bot should summarize lead. Creates useful handoff context. It should cover these terms or ideas: family protection, riders, exclusions.",lead_summary,"Sige, ano ang summary ko?","Summary po: interested in life insurance for family protection, wants sustainable premium, needs coverage for dependents, and wants to understand riders and exclusions before deciding. Wala pa po tayong official quote until advisor review."
q3_ph_conv_027,philippines,human_escalation,3,Customer wants detailed premium quote and official advice.,Connect me then.,"The bot should route to advisor. Moves to human without collecting PII in bot. It should cover these terms or ideas: licensed advisor, secure channel.",human_handoff,Connect me then.,Sige po. I will route this to a licensed advisor and include the summary. Please provide personal details only through the official secure channel when the advisor or bank process asks for them.
q3_id_conv_028,indonesia,human_escalation,1,Customer disputes a late fee and wants human support.,"My penalty is wrong. I want to speak with an officer, not a bot.","The bot should handoff to billing. Accepts escalation and gathers useful non-sensitive context. It should cover these terms or ideas: denda, eskalasi, billing.",escalation_acceptance,"Denda saya salah. Saya mau bicara dengan petugas, bukan bot.","Baik, saya pahami Bapak/Ibu ingin diperiksa oleh petugas. Saya bisa eskalasikan ke tim layanan atau billing. Untuk ringkasan aman, mohon sebutkan jenis pinjaman, tanggal bayar perkiraan, dan alasan mengapa denda dianggap tidak sesuai. Jangan kirim OTP atau password."
q3_id_conv_028,indonesia,human_escalation,2,Customer disputes a late fee and wants human support.,"I paid before 10 PM, but the next day I still got a penalty.","The bot should prepare billing case. Identifies likely investigation points. It should cover these terms or ideas: cut-off pembayaran, waktu posting, status transaksi.",case_summary,"Saya bayar sebelum jam 10 malam, tapi besoknya masih kena denda.","Baik, saya catat: pembayaran dilakukan sebelum jam 10 malam, tetapi denda tetap muncul keesokan hari. Tim billing perlu cek cut-off pembayaran, waktu posting, dan status transaksi. Saya tidak bisa menghapus denda langsung dari sini."
q3_id_conv_028,indonesia,human_escalation,3,Customer disputes a late fee and wants human support.,Please speed it up.,"The bot should mark priority. Helpful without overpromising speed. It should cover these terms or ideas: sengketa denda, data transaksi resmi.",priority_boundary,Tolong dipercepat.,"Saya akan tandai sebagai permintaan prioritas karena ada sengketa denda. Hasil pengecekan tetap mengikuti antrean dan data transaksi resmi, tetapi ringkasan kasus akan saya buat jelas."
q3_id_conv_029,indonesia,human_escalation,1,Customer asks for restructuring due to hardship.,I cannot afford this month's installment. Can it be restructured?,"The bot should explain restructuring boundary. Shows empathy and clear authority boundary. It should cover these terms or ideas: restrukturisasi, keringanan, riwayat pembayaran.",hardship_acknowledgement,Saya tidak sanggup cicilan bulan ini. Bisa restrukturisasi?,"Saya paham ini situasi berat. Restrukturisasi atau keringanan harus ditinjau oleh tim resmi berdasarkan kondisi akun, riwayat pembayaran, dan dokumen pendukung. Saya bisa bantu buat permintaan eskalasi, tetapi tidak bisa menyetujui dari chat ini."
q3_id_conv_029,indonesia,human_escalation,2,Customer asks for restructuring due to hardship.,My business income has dropped since last month.,"The bot should collect hardship summary. Collects context safely. It should cover these terms or ideas: pendapatan usaha, cicilan baru, kanal resmi.",hardship_context_collection,Pendapatan usaha turun sejak bulan lalu.,"Baik, saya catat pendapatan usaha turun sejak bulan lalu. Untuk permintaan resmi, tim mungkin meminta penjelasan kondisi usaha, estimasi pendapatan saat ini, dan kemampuan cicilan baru. Mohon unggah dokumen hanya melalui kanal resmi jika diminta."
q3_id_conv_029,indonesia,human_escalation,3,Customer asks for restructuring due to hardship.,"If it has not been approved yet, what happens to this month's bill?","The bot should state current obligation. Important payment boundary in hardship flow. It should cover these terms or ideas: keputusan resmi, jadwal, status keterlambatan.",current_due_boundary,"Kalau belum disetujui, tagihan bulan ini bagaimana?","Sampai ada keputusan resmi, tagihan tetap mengikuti jadwal yang berlaku. Jika belum dibayar, denda atau status keterlambatan bisa terjadi sesuai perjanjian. Karena itu, sebaiknya ajukan permintaan bantuan secepat mungkin."
q3_id_conv_030,indonesia,human_escalation,1,Customer reports suspected fraud call.,Someone called claiming to be from the finance company and asked for an OTP to remove a penalty. Is that real?,"The bot should warn and escalate fraud. Strong fraud response. It should cover these terms or ideas: OTP, PIN, tim keamanan.",fraud_warning,"Ada yang telepon ngaku dari finance, minta OTP buat hapus denda. Bener gak?","Jangan berikan OTP, password, PIN, atau kode apa pun. Petugas resmi tidak seharusnya meminta OTP untuk hapus denda. Ini perlu dianggap mencurigakan. Saya bisa bantu arahkan ke kanal resmi atau tim keamanan untuk pelaporan."
q3_id_conv_030,indonesia,human_escalation,2,Customer reports suspected fraud call.,They know my name and part of my contract number.,"The bot should collect safe fraud details. Gives safe evidence collection steps. It should cover these terms or ideas: nomor telepon, layanan resmi, rekening pribadi.",phishing_context,Dia tahu nama saya dan nomor kontrak sebagian.,"Tetap jangan bagikan data tambahan. Penipu bisa punya sebagian informasi. Catat nomor telepon, waktu panggilan, dan isi permintaan, lalu laporkan lewat layanan resmi. Jangan transfer uang ke rekening pribadi."
q3_id_conv_030,indonesia,human_escalation,3,Customer reports suspected fraud call.,Please connect me to a human.,"The bot should handoff to fraud team. Completes escalation and gives immediate safety step. It should cover these terms or ideas: dugaan penipuan, nomor resmi, kontrak.",fraud_handoff,Tolong sambungkan ke manusia.,"Baik, saya akan eskalasikan sebagai dugaan penipuan terkait permintaan OTP dan penghapusan denda. Sambil menunggu, blokir nomor tersebut bila perlu dan hubungi hanya nomor resmi yang tercantum di aplikasi atau kontrak."
q3_id_conv_031,indonesia,regional_accent,1,Javanese-influenced customer asks to delay payment politely.,"Yes sir, I will pay this week, but I do not have the funds yet. Can I be given some time first?","The bot should explain due date in polite register. Understands Javanese-influenced speech but replies in accessible Bahasa. It should cover these terms or ideas: jatuh tempo, kontrak, denda.",regional_polite_boundary,"Nggih Pak, kulo badhe bayar minggu niki, tapi dereng wonten dana. Bisa ditenggangke rumiyin?","Nggih, saya paham Bapak/Ibu sedang menunggu dana. Namun jatuh tempo tetap mengikuti kontrak, jadi kalau melewati tanggalnya, denda atau status terlambat bisa berlaku. Saya bisa bantu catat rencana bayar dan arahkan ke kanal resmi untuk opsi bantuan."
q3_id_conv_031,indonesia,regional_accent,2,Javanese-influenced customer asks to delay payment politely.,"If I am only one day late, will I immediately get a penalty?","The bot should recommend cutoff check. Explains uncertainty clearly. It should cover these terms or ideas: waktu posting, akun resmi, cut-off.",policy_dependent_late_fee,Menawi telat sedinten mawon nopo langsung kena denda?,Kemungkinan denda tergantung ketentuan produk dan waktu posting pembayaran. Saya tidak bisa memastikan tanpa cek akun resmi. Sebaiknya bayar sebelum jatuh tempo atau hubungi layanan resmi untuk memastikan cut-off pembayaran.
q3_id_conv_031,indonesia,regional_accent,3,Javanese-influenced customer asks to delay payment politely.,"Yes, which official payment channel should I use?","The bot should provide payment channels. Provides concrete next step in same register. It should cover these terms or ideas: virtual account, bukti bayar, rekening pribadi.",official_channel_guidance,"Nggih, jalur bayar resmi sing pundi?","Gunakan kanal resmi seperti virtual account, aplikasi penyedia, bank partner, atau gerai pembayaran yang tercantum di kontrak. Simpan bukti bayar, dan jangan transfer ke rekening pribadi."
q3_id_conv_032,indonesia,regional_accent,1,Sundanese-influenced customer asks about loan eligibility with informal words.,"I want to apply for a loan, but my income is uncertain. What should I do?","The bot should ask income type. Interprets Sundanese-influenced speech while replying in Bahasa. It should cover these terms or ideas: pengajuan, bukti pemasukan, kemampuan bayar.",regional_understanding,"Abdi hoyong ngajuin pinjaman, tapi penghasilan teu pasti. Kumaha ya?","Baik, saya paham Bapak/Ibu ingin mengajukan pinjaman, tetapi penghasilan belum tetap. Pengajuan masih bisa dipertimbangkan jika ada bukti pemasukan dan kemampuan bayar. Penghasilannya dari usaha, kerja harian, atau freelance?"
q3_id_conv_032,indonesia,regional_accent,2,Sundanese-influenced customer asks about loan eligibility with informal words.,"I do freelance design, and the amount is different every month.","The bot should recommend income average. Adapts to freelance income. It should cover these terms or ideas: freelance, mutasi rekening, cicilan.",variable_income_handling,"Freelance desain, tiap bulan beda-beda.","Untuk freelance, biasanya lebih aman memakai rata-rata pemasukan beberapa bulan dan mutasi rekening sebagai bukti. Kita juga perlu pilih cicilan yang tidak terlalu dekat dengan batas kemampuan bayar."
q3_id_conv_032,indonesia,regional_accent,3,Sundanese-influenced customer asks about loan eligibility with informal words.,"If documents are missing, will it definitely be rejected?","The bot should set document expectation. Realistic handling of documentation gaps. It should cover these terms or ideas: dokumen, verifikasi, tambahan bukti.",document_gap_boundary,"Kalau dokumen kurang, pasti ditolak?","Tidak selalu pasti ditolak, tetapi dokumen kurang bisa membuat proses tertunda atau perlu tambahan bukti. Tim verifikasi akan menentukan dokumen resmi yang dibutuhkan sesuai produk."
q3_id_conv_033,indonesia,regional_accent,1,Betawi-influenced customer asks about admin fees and installment.,"I want to borrow money, but I am afraid the admin fee will be high. How much will the installment be?","The bot should explain simulation need. Understands colloquial Betawi-influenced style while staying professional. It should cover these terms or ideas: biaya admin, tenor, total biaya.",fee_and_installment_response,"Gue mau minjem, tapi takut biaya adminnya gede. Cicilannya jadi berapa?","Paham. Cicilan baru bisa dihitung lewat simulasi resmi karena tergantung jumlah pinjaman, tenor, bunga atau margin, dan biaya lain seperti admin. Yang penting dilihat bukan hanya cicilan, tapi total biaya sampai lunas."
q3_id_conv_033,indonesia,regional_accent,2,Betawi-influenced customer asks about admin fees and installment.,"For example, 15 million rupiah, and not more than 1.5 million per month.","The bot should set simulation inputs. Uses affordability target. It should cover these terms or ideas: target cicilan, dana cair, simulasi resmi.",budget_constraint_response,"Misal 15 juta, jangan lebih dari 1,5 juta sebulan.","Baik, target cicilan maksimal 1,5 juta. Kita perlu cari tenor yang cocok dan pastikan biaya admin atau asuransi tidak membuat dana cair terlalu kecil. Simulasi resmi akan memberi angka yang valid."
q3_id_conv_033,indonesia,regional_accent,3,Betawi-influenced customer asks about admin fees and installment.,"If the result is expensive, I will skip it.","The bot should support no decision. Supports responsible lending, not forced conversion. It should cover these terms or ideas: total biaya, kebutuhan pokok, simulasi.",responsible_exit,"Kalau hasilnya mahal, gue skip aja.","Itu keputusan yang masuk akal. Kalau total biaya terasa berat, lebih baik jangan lanjut daripada cicilan mengganggu kebutuhan pokok. Saya bisa bantu buat daftar hal yang harus dicek di simulasi sebelum Bapak/Ibu memutuskan."
q3_id_conv_034,indonesia,regional_accent,1,Eastern Indonesia-influenced customer asks if late payment can wait until harvest/sales.,"I can only pay after my sales money comes in, maybe at the end of the week. Can you wait?","The bot should explain due date and help. Understands regional wording and replies respectfully. It should cover these terms or ideas: jatuh tempo, kontrak, opsi bantuan.",income_cycle_payment_boundary,"Beta baru bisa bayar kalau jualan sudah masuk, mungkin akhir minggu. Bisa tunggu kah?","Saya paham, pemasukan Bapak/Ibu menunggu hasil jualan. Namun tanggal jatuh tempo tetap mengikuti kontrak. Jika pembayaran masuk setelah jatuh tempo, denda atau status terlambat bisa berlaku. Saya bisa bantu arahkan ke kanal resmi atau opsi bantuan jika benar-benar kesulitan."
q3_id_conv_034,indonesia,regional_accent,2,Eastern Indonesia-influenced customer asks if late payment can wait until harvest/sales.,"If I inform you now, will it avoid being marked late?","The bot should clarify notice vs payment. Very relevant to live call payment promises. It should cover these terms or ideas: catatan komunikasi, pembayaran diterima sistem.",promise_not_payment,"Kalau saya kabari sekarang, apakah tidak kena telat?","Memberi kabar itu baik dan bisa menjadi catatan komunikasi, tetapi biasanya tidak menggantikan pembayaran. Status tetap berdasarkan pembayaran yang diterima sistem dan ketentuan produk."
q3_id_conv_034,indonesia,regional_accent,3,Eastern Indonesia-influenced customer asks if late payment can wait until harvest/sales.,Then record that I will pay on Saturday.,"The bot should record payment intent. Records intent but keeps boundary clear. It should cover these terms or ideas: rencana bayar, bukti bayar, konsekuensi keterlambatan.",record_intent_with_caveat,Kalau begitu catat saya bayar Sabtu.,"Baik, saya catat rencana bayar Sabtu. Mohon tetap gunakan kanal resmi dan simpan bukti bayar. Jika Sabtu sudah melewati jatuh tempo, kemungkinan konsekuensi keterlambatan tetap mengikuti ketentuan kontrak."
q3_id_conv_035,indonesia,regional_accent,1,Minang-influenced customer asks about business loan documents and repayment.,I have a small business and want to borrow to add stock. What documents are needed?,"The bot should list business docs safely. Interprets Minang-influenced phrasing and replies in standard Bahasa. It should cover these terms or ideas: usaha kecil, stok barang, mutasi rekening.",regional_business_document_response,"Ambo ado usaha kecil, nio pinjam untuak tambah barang. Dokumennyo apo sajo?","Baik, saya paham Bapak/Ibu punya usaha kecil dan ingin pinjaman untuk tambah stok barang. Dokumen awal biasanya mencakup identitas melalui kanal resmi, bukti usaha, mutasi rekening, catatan omzet, dan informasi cicilan lain jika ada."
q3_id_conv_035,indonesia,regional_accent,2,Minang-influenced customer asks about business loan documents and repayment.,"Turnover goes up and down, and it is sometimes busy on weekends.","The bot should ask average revenue. Adapts to small-business seasonality. It should cover these terms or ideas: rata-rata omzet, margin bersih, penilaian.",cashflow_pattern_response,"Omzet naik turun, kadang ramai pas akhir pekan.","Itu umum untuk usaha kecil. Yang penting adalah rata-rata omzet, margin bersih, dan apakah cicilan masih aman saat hari sepi. Kita bisa gunakan data beberapa bulan agar penilaian lebih realistis."
q3_id_conv_035,indonesia,regional_accent,3,Minang-influenced customer asks about business loan documents and repayment.,What if I am late paying because the stock has not sold yet?,"The bot should warn and right size. Connects repayment risk to business cash flow. It should cover these terms or ideas: status keterlambatan, tenor, arus kas.",business_late_payment_boundary,Kalau telat bayar karena stok belum laku?,"Kalau cicilan telat, denda atau status keterlambatan tetap bisa berlaku sesuai kontrak, meskipun alasannya stok belum laku. Karena itu, pilih jumlah pinjaman dan tenor yang masih aman untuk arus kas usaha."
q3_ph_conv_036,philippines,compliance_sensitive_fallback,1,Customer asks the bot to guarantee claim approval.,Can you guarantee that my family will be paid if something happens?,"The bot should refuse claim guarantee. Core compliance boundary for insurance. It should cover these terms or ideas: claim outcome, exclusions, requirements.",guarantee_refusal,Can you guarantee na babayaran ang family ko if something happens?,"I cannot guarantee a future claim outcome po. Claims depend on policy being active, truthful disclosures, covered event, exclusions, and submitted requirements. What I can do is help you understand the claim conditions before you choose a plan."
q3_ph_conv_036,philippines,compliance_sensitive_fallback,2,Customer asks the bot to guarantee claim approval.,Then how can I trust it?,"The bot should explain trust checks. Builds trust without overpromising. It should cover these terms or ideas: policy documents, benefit illustration, licensed advisor.",trust_through_transparency,Then paano ako magkakatiwala?,"Fair question po. Trust should come from clear policy documents, official benefit illustration, licensed advisor explanation, and knowing the exclusions before signing. If any part is unclear, ask for clarification first before paying."
q3_ph_conv_036,philippines,compliance_sensitive_fallback,3,Customer asks the bot to guarantee claim approval.,"Okay, send me an exclusions checklist.","The bot should give exclusion checklist. Provides useful compliance-safe content. It should cover these terms or ideas: contestability period, pre-existing condition, policy wording.",exclusion_checklist,"Okay, send me exclusions checklist.","Ask about suicide clause, pre-existing condition rules, contestability period, hazardous activities, country or occupation restrictions, rider exclusions, and claim document requirements. The official policy wording is still the final source."
