scenario_id,market,category,exchange,quality,overall_score,english_customer_question,expected_bot_answer_english,actual_bot_answer_localized,actual_bot_answer_english,original_customer_text,expected_localized_reply,actual_action,actual_register
q3_id_conv_020,indonesia,mixed_english_finance_terms,2,good,0.833,"I was late once, but I paid it off that same month.","Expected answer should set expectation. Reason: Balanced response: neither reject nor promise. Key terms: penilaian, pola pembayaran, kemampuan bayar.","Kalau lewat jatuh tempo, biasanya bisa kena denda sesuai aturan pembiayaan. Saya bisa bantu arahkan cara bayarnya. Mau saya bantu lanjutkan?","If payment goes past the due date, there can usually be a penalty according to the financing rules. I can help guide you on how to pay. Do you want me to continue helping?","Pernah telat sekali, tapi sudah lunas bulan itu.","Baik, pernah telat sekali dan sudah dibayar. Itu bisa tetap menjadi bagian dari penilaian, tapi bukan berarti otomatis ditolak. Nanti sistem akan melihat pola pembayaran keseluruhan dan kemampuan bayar saat ini.",explain_penalty_or_due_date,colloquial_id
q3_id_conv_020,indonesia,mixed_english_finance_terms,3,partial,0.615,"If I settle earlier, is there a discount?","Expected answer should recommend settlement quote. Reason: Avoids incorrect payoff calculation. Key terms: pelunasan lebih cepat, rebate, settlement quotation.","Maaf ya, saya tidak mau asal jawab. Saya bisa bantu soal cicilan, tenor, denda, DP, jatuh tempo, angsuran, atau pembiayaan. Mau saya bantu lanjutkan?","Sorry, I do not want to answer carelessly. I can help with installments, tenor, penalties, down payment, due date, monthly payments, or financing. Do you want me to continue?",Kalau settlement lebih cepat ada diskon?,"Pelunasan lebih cepat atau settlement bisa punya ketentuan biaya, rebate, atau diskon tertentu, tetapi harus dihitung resmi oleh penyedia. Saya tidak akan menebak angkanya. Sebaiknya minta settlement quotation resmi sebelum bayar.",localized_fallback,colloquial_id
q3_ph_conv_021,philippines,colloquial_speech,1,partial,0.615,Is insurance really worth it? It feels like just a monthly expense.,"Expected answer should ask dependents. Reason: Natural colloquial response without becoming careless. Key terms: protection, dependents, safety net.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?","Bhai, worth it ba talaga insurance? Parang gastos lang monthly eh.","Gets kita. Mukha talaga siyang gastos kapag walang nangyayari. Pero ang point ng life insurance is protection: kung may dependents or utang, may safety net sila if something happens. May family ba na naka-depend sa income mo?",localized_fallback,taglish
q3_ph_conv_021,philippines,colloquial_speech,2,partial,0.615,"We have a baby, and we also have a housing loan.","Expected answer should connect need to obligations. Reason: Links insurance to the customer's real obligations. Key terms: income replacement, housing loan, sustainable.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?","May baby kami, tapos may housing loan pa.","Then mas may sense pag-usapan. Hindi ibig sabihin kailangan mahal agad. We can size coverage around income replacement, baby expenses, and housing loan balance, then keep premium sustainable.",localized_fallback,taglish
q3_ph_conv_021,philippines,colloquial_speech,3,partial,0.698,I just do not want to be tricked into a plan I cannot afford.,"Expected answer should build trust and offer checklist. Reason: Addresses fear of being oversold. Key terms: charges, exclusions, advisor.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?",Ayoko lang mabudol ng plan na di ko kaya.,"Fair concern. Ang tamang plan dapat kaya mong ituloy, malinaw ang charges, and explained ang exclusions. If hindi clear, huwag muna mag-sign. I can help list questions before you speak with the advisor.",localized_fallback,taglish
q3_ph_conv_022,philippines,colloquial_speech,1,partial,0.698,"I can cancel anytime, right? I just want to try it first.","Expected answer should explain surrender consequence. Reason: Corrects casual misunderstanding. Key terms: surrender, charges, loss of coverage.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?",Pwede naman i-cancel anytime di ba? Try ko lang muna.,"Pwede kang mag-request to cancel or surrender, pero hindi siya parang simple subscription lang. May possible charges, lower surrender value, or loss of coverage, especially early years. Better check the policy terms before starting.",localized_fallback,taglish
q3_ph_conv_022,philippines,colloquial_speech,2,partial,0.698,So I lose money if I cancel early?,"Expected answer should explain sustainability. Reason: Simple and realistic. Key terms: long-term protection, premium, consistently.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?",Ah so lugi pag maaga kinancel?,"Possible, yes. Many policies are designed for long-term protection, so early cancellation can reduce value. Kaya importanteng pumili ng premium na kaya mong bayaran consistently.",localized_fallback,taglish
q3_ph_conv_022,philippines,colloquial_speech,3,good,0.782,Then maybe I should just start small.,"Expected answer should offer coverage target. Reason: Turns objection into sensible next step. Key terms: budget, coverage target, advisor.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?",Then start small na lang siguro.,"Good approach iyon. Start with protection that fits your budget, then review kapag mas stable ang income. I can help define a basic coverage target before you talk to the advisor.",localized_fallback,taglish
q3_ph_conv_023,philippines,colloquial_speech,1,partial,0.698,I feel like I cannot afford it monthly. It might just get cut off.,"Expected answer should ask affordable amount. Reason: Prioritizes sustainability. Key terms: premium, monthly amount, essentials.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, benepisyaryo, rider, lapse, o coverage. Gusto niyo po bang magpatuloy?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like to continue?",Parang di ko kakayanin buwan-buwan. Baka maputol lang.,Tama po na isipin iyan bago kumuha. Mas mabuti ang mas maliit pero tuloy-tuloy kaysa malaking premium na mapuputol agad. Magkano po ang comfortable na monthly amount na hindi makakaapekto sa essentials ninyo?,localized_fallback,filipino
q3_ph_conv_023,philippines,colloquial_speech,2,partial,0.615,"Maybe only around 1,000 pesos.","Expected answer should suggest simple plan direction. Reason: Does not dismiss a low budget. Key terms: protection-first, add-ons, underwriting.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, benepisyaryo, rider, lapse, o coverage. Gusto niyo po bang magpatuloy?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like to continue?",Mga 1k lang siguro.,"Okay po, 1k monthly. Sa ganyang budget, protection-first option ang dapat unahin, hindi muna complicated na add-ons. Final coverage will depend on age and underwriting, pero pwede itong gawing starting point.",localized_fallback,filipino
q3_ph_conv_023,philippines,colloquial_speech,3,good,0.75,Can I still have a beneficiary?,"Expected answer should answer with privacy boundary. Reason: Answers simple feature while protecting personal data. Key terms: beneficiary, official application, servicing channel.","Sige po. Para malaman ang tamang coverage, ito po ba ay para sa sarili, family protection, o pagdagdag ng benepisyaryo o rider? Gusto niyo po bang magpatuloy?","Okay. To know the right coverage, is this for yourself, family protection, or adding a beneficiary or rider? Would you like to continue?",Pwede pa rin ba may beneficiary?,"Usually yes, beneficiary is a standard part of life insurance setup. Details and rules depend on the policy, and beneficiary information should be provided through the official application or servicing channel.",qualify_life_insurance_lead,filipino
q3_id_conv_024,indonesia,colloquial_speech,1,good,0.917,Is taking a loan safe? I am afraid of getting trapped in installments.,"Expected answer should ask loan purpose. Reason: Natural local tone with responsible lending. Key terms: cicilan, kemampuan bayar, risiko.","Baik, cicilannya perlu dibayar sebelum jatuh tempo ya, supaya tidak kena denda. Mau saya bantu lanjutkan?","Okay, the installment needs to be paid before the due date so you do not get a penalty. Do you want me to continue helping?","Bang, ambil pinjaman tuh aman gak sih? Takut kejebak cicilan.","Aman atau tidaknya tergantung tujuan pinjaman dan kemampuan bayar. Kalau cicilan masih masuk akal dan kebutuhannya jelas, bisa membantu. Kalau dipakai untuk kebutuhan konsumtif tanpa rencana bayar, risikonya tinggi. Pinjamannya untuk apa?",handle_installment_reminder,colloquial_id
q3_id_conv_024,indonesia,colloquial_speech,2,partial,0.698,"It is to cover household needs first, then my salary will come in.","Expected answer should ask existing obligations. Reason: Checks debt burden. Key terms: kebutuhan jangka pendek, kemampuan bayar, cicilan lain.","Maaf ya, saya tidak mau asal jawab. Saya bisa bantu soal cicilan, tenor, denda, DP, jatuh tempo, angsuran, atau pembiayaan. Mau saya bantu lanjutkan?","Sorry, I do not want to answer carelessly. I can help with installments, tenor, penalties, down payment, due date, monthly payments, or financing. Do you want me to continue?","Buat nutup kebutuhan rumah dulu, nanti gaji masuk.","Oke, berarti kebutuhan jangka pendek. Kita perlu pastikan jumlahnya tidak lebih besar dari kemampuan bayar saat gaji masuk. Ada cicilan lain yang sedang berjalan?",localized_fallback,colloquial_id
q3_id_conv_024,indonesia,colloquial_speech,3,good,0.833,I also have a motorcycle installment of 900 thousand rupiah.,"Expected answer should suggest affordability simulation. Reason: Protects customer from over-borrowing. Key terms: total cicilan, biaya pokok, simulasi.","Baik, cicilannya perlu dibayar sebelum jatuh tempo ya, supaya tidak kena denda. Mau saya bantu lanjutkan?","Okay, the installment needs to be paid before the due date so you do not get a penalty. Do you want me to continue helping?",Ada cicilan motor 900 ribu.,"Berarti cicilan baru harus dihitung bareng cicilan motor 900 ribu. Jangan sampai total cicilan mengganggu biaya pokok. Saya bisa bantu buat simulasi kasar, tapi angka resmi tetap dari penyedia.",handle_installment_reminder,colloquial_id
q3_id_conv_025,indonesia,colloquial_speech,1,good,0.782,Why are there so many admin fees? It makes me not want to apply.,"Expected answer should give fee checklist. Reason: Addresses frustration with transparency. Key terms: biaya admin, biaya provisi, total yang dibayar.","Maaf ya, saya tidak mau asal jawab. Saya bisa bantu soal cicilan, tenor, denda, DP, jatuh tempo, angsuran, atau pembiayaan. Mau saya bantu lanjutkan?","Sorry, I do not want to answer carelessly. I can help with installments, tenor, penalties, down payment, due date, monthly payments, or financing. Do you want me to continue?",Kok banyak biaya admin ya? Jadi males ngajuin.,"Paham, biaya tambahan memang harus jelas dari awal. Sebelum lanjut, cek simulasi resmi: pokok pinjaman, bunga atau margin, biaya admin, biaya provisi kalau ada, asuransi kalau ada, dan total yang dibayar. Kalau tidak jelas, sebaiknya tanya dulu sebelum setuju.",localized_fallback,colloquial_id
q3_id_conv_025,indonesia,colloquial_speech,2,partial,0.615,"If the admin fee is deducted from the disbursement, does that mean I receive less money?","Expected answer should explain net disbursement. Reason: Clarifies practical impact of fees. Key terms: pencairan, dana diterima bersih, kewajiban bayar.","Maaf ya, saya tidak mau asal jawab. Saya bisa bantu soal cicilan, tenor, denda, DP, jatuh tempo, angsuran, atau pembiayaan. Mau saya bantu lanjutkan?","Sorry, I do not want to answer carelessly. I can help with installments, tenor, penalties, down payment, due date, monthly payments, or financing. Do you want me to continue?","Kalau biaya admin dipotong dari pencairan, berarti uang diterima kurang?","Bisa begitu, tergantung produk. Ada biaya yang dibayar di awal, ada yang dipotong dari pencairan, ada yang masuk cicilan. Jadi yang perlu dilihat adalah dana diterima bersih dan total kewajiban bayar.",localized_fallback,colloquial_id
q3_id_conv_025,indonesia,colloquial_speech,3,partial,0.615,"Okay, so I should ask for the details first.","Expected answer should recommend written breakdown. Reason: Encourages informed consent. Key terms: rincian tertulis, simulasi resmi, menyetujui.","Maaf ya, saya tidak mau asal jawab. Saya bisa bantu soal cicilan, tenor, denda, DP, jatuh tempo, angsuran, atau pembiayaan. Mau saya bantu lanjutkan?","Sorry, I do not want to answer carelessly. I can help with installments, tenor, penalties, down payment, due date, monthly payments, or financing. Do you want me to continue?","Oke, berarti harus minta rincian dulu.","Betul. Minta rincian tertulis atau simulasi resmi sebelum menyetujui. Simpan dokumennya, dan jangan lanjut kalau ada biaya yang tidak dijelaskan dengan jelas.",localized_fallback,colloquial_id
q3_ph_conv_026,philippines,human_escalation,1,good,0.75,Our claim is taking too long. The requirements keep repeating. I want to talk to a person instead.,"Expected answer should handoff to claims. Reason: Honors escalation and protects sensitive data. Key terms: claim, servicing representative, requirements.","Opo, i-connect ko po kayo sa licensed advisor para maayos na masagot ang policy at coverage questions ninyo.","Yes, I will connect you to a licensed advisor so your policy and coverage questions can be answered properly.",Ang tagal ng claim namin. Paulit-ulit na requirements. Tao na lang kausapin ko.,"I understand po, nakaka-frustrate talaga kapag claim-related and urgent. I can route this to a human claims or servicing representative. Before that, short summary lang po: claim type, approximate date submitted, and what requirement was repeated. No need to send full policy number here.",escalate_to_human,taglish
q3_ph_conv_026,philippines,human_escalation,2,partial,0.555,"It is a death claim, submitted last month, and they are asking again for the death certificate.","Expected answer should prepare claims summary. Reason: Gives a clean handoff without adjudicating. Key terms: death claim, file status, repeat request.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?","Death claim, submitted last month, hinihingi ulit death certificate.","Salamat po. I will summarize it as death claim submitted last month with repeated death certificate request. I cannot confirm approval or denial here, but the claims team can check the file status and reason for the repeat request.",localized_fallback,taglish
q3_ph_conv_026,philippines,human_escalation,3,partial,0.555,Please make it urgent.,"Expected answer should mark urgent with boundary. Reason: Sets realistic escalation expectations. Key terms: urgent, queue, escalation summary.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, beneficiary, rider, lapse, o coverage. Gusto niyo po bang i-continue natin?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like us to continue?",Please make it urgent.,"I will mark the request as urgent due to claim delay and repeated requirement. I cannot guarantee the queue outcome, but I will keep the escalation summary clear so the human team can review faster.",localized_fallback,taglish
q3_ph_conv_027,philippines,human_escalation,1,partial,0.638,Can you already give me an exact quotation?,"Expected answer should explain quote boundary. Reason: Maintains advisory compliance. Key terms: exact quotation, licensed advisor, underwriting.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, benepisyaryo, rider, lapse, o coverage. Gusto niyo po bang magpatuloy?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like to continue?",Pwede mo na ba akong bigyan ng exact quotation?,"Para sa exact quotation, kailangan po itong manggaling sa official quotation tool or licensed advisor, dahil depende sa age, health, coverage, riders, and underwriting. Maaari ko pong ihanda ang summary ng needs ninyo para mas mabilis ang discussion.",localized_fallback,filipino
q3_ph_conv_027,philippines,human_escalation,2,partial,0.555,"Okay, what is my summary?","Expected answer should summarize lead. Reason: Creates useful handoff context. Key terms: family protection, riders, exclusions.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, benepisyaryo, rider, lapse, o coverage. Gusto niyo po bang magpatuloy?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like to continue?","Sige, ano ang summary ko?","Summary po: interested in life insurance for family protection, wants sustainable premium, needs coverage for dependents, and wants to understand riders and exclusions before deciding. Wala pa po tayong official quote until advisor review.",localized_fallback,filipino
q3_ph_conv_027,philippines,human_escalation,3,partial,0.68,Connect me then.,"Expected answer should route to advisor. Reason: Moves to human without collecting PII in bot. Key terms: licensed advisor, secure channel.","Pasensya na po, ayokong manghula. Pwede ko kayong i-connect sa advisor, o magtanong po kayo tungkol sa premium, policy, benepisyaryo, rider, lapse, o coverage. Gusto niyo po bang magpatuloy?","Sorry, I do not want to guess. I can connect you to an advisor, or you can ask about premium, policy, beneficiary, rider, lapse, or coverage. Would you like to continue?",Connect me then.,Sige po. I will route this to a licensed advisor and include the summary. Please provide personal details only through the official secure channel when the advisor or bank process asks for them.,localized_fallback,filipino
q3_id_conv_028,indonesia,human_escalation,1,good,0.75,"My penalty is wrong. I want to speak with an officer, not a bot.","Expected answer should handoff to billing. Reason: Accepts escalation and gathers useful non-sensitive context. Key terms: denda, eskalasi, billing.","Baik, saya akan arahkan ke petugas agar pertanyaan Bapak/Ibu ditangani langsung.","Okay, I will direct you to an officer so your question can be handled directly.","Denda saya salah. Saya mau bicara dengan petugas, bukan bot.","Baik, saya pahami Bapak/Ibu ingin diperiksa oleh petugas. Saya bisa eskalasikan ke tim layanan atau billing. Untuk ringkasan aman, mohon sebutkan jenis pinjaman, tanggal bayar perkiraan, dan alasan mengapa denda dianggap tidak sesuai. Jangan kirim OTP atau password.",escalate_to_human,formal_id
q3_id_conv_028,indonesia,human_escalation,2,weak,0.333,"I paid before 10 PM, but the next day I still got a penalty.","Expected answer should prepare billing case. Reason: Identifies likely investigation points. Key terms: cut-off pembayaran, waktu posting, status transaksi.","Jika pembayaran melewati jatuh tempo, denda dapat berlaku sesuai ketentuan pembiayaan. Saya bisa bantu cek kanal pembayaran agar tidak terlambat. Apakah Bapak/Ibu ingin saya lanjutkan?","If payment goes past the due date, a penalty may apply according to the financing terms. I can help check the payment channel so it is not late. Would you like me to continue?","Saya bayar sebelum jam 10 malam, tapi besoknya masih kena denda.","Baik, saya catat: pembayaran dilakukan sebelum jam 10 malam, tetapi denda tetap muncul keesokan hari. Tim billing perlu cek cut-off pembayaran, waktu posting, dan status transaksi. Saya tidak bisa menghapus denda langsung dari sini.",explain_penalty_or_due_date,formal_id
q3_id_conv_028,indonesia,human_escalation,3,weak,0.48,Please speed it up.,"Expected answer should mark priority. Reason: Helpful without overpromising speed. Key terms: sengketa denda, data transaksi resmi.","Maaf, saya tidak ingin memberi informasi yang tidak pasti. Saya bisa bantu soal cicilan, tenor, denda, DP, jatuh tempo, angsuran, atau pembiayaan. Apakah Bapak/Ibu ingin saya lanjutkan?","Sorry, I do not want to give uncertain information. I can help with installments, tenor, penalties, down payment, due date, monthly payments, or financing. Would you like me to continue?",Tolong dipercepat.,"Saya akan tandai sebagai permintaan prioritas karena ada sengketa denda. Hasil pengecekan tetap mengikuti antrean dan data transaksi resmi, tetapi ringkasan kasus akan saya buat jelas.",localized_fallback,formal_id
q3_id_conv_029,indonesia,human_escalation,1,weak,0.25,I cannot afford this month's installment. Can it be restructured?,"Expected answer should explain restructuring boundary. Reason: Shows empathy and clear authority boundary. Key terms: restrukturisasi, keringanan, riwayat pembayaran.",Baik Bapak/Ibu. Cicilan atau angsuran perlu dibayarkan sebelum tanggal jatuh tempo agar tidak muncul denda keterlambatan. Apakah Bapak/Ibu ingin saya lanjutkan?,"Okay, Sir/Ma'am. The installment or monthly payment should be paid before the due date so a late-payment penalty does not appear. Would you like me to continue?",Saya tidak sanggup cicilan bulan ini. Bisa restrukturisasi?,"Saya paham ini situasi berat. Restrukturisasi atau keringanan harus ditinjau oleh tim resmi berdasarkan kondisi akun, riwayat pembayaran, dan dokumen pendukung. Saya bisa bantu buat permintaan eskalasi, tetapi tidak bisa menyetujui dari chat ini.",handle_installment_reminder,formal_id
q3_id_conv_029,indonesia,human_escalation,2,weak,0.438,My business income has dropped since last month.,"Expected answer should collect hardship summary. Reason: Collects context safely. Key terms: pendapatan usaha, cicilan baru, kanal resmi.","Maaf, saya tidak ingin memberi informasi yang tidak pasti. Saya bisa bantu soal cicilan, tenor, denda, DP, jatuh tempo, angsuran, atau pembiayaan. Apakah Bapak/Ibu ingin saya lanjutkan?","Sorry, I do not want to give uncertain information. I can help with installments, tenor, penalties, down payment, due date, monthly payments, or financing. Would you like me to continue?",Pendapatan usaha turun sejak bulan lalu.,"Baik, saya catat pendapatan usaha turun sejak bulan lalu. Untuk permintaan resmi, tim mungkin meminta penjelasan kondisi usaha, estimasi pendapatan saat ini, dan kemampuan cicilan baru. Mohon unggah dokumen hanya melalui kanal resmi jika diminta.",localized_fallback,formal_id
q3_id_conv_029,indonesia,human_escalation,3,weak,0.355,"If it has not been approved yet, what happens to this month's bill?","Expected answer should state current obligation. Reason: Important payment boundary in hardship flow. Key terms: keputusan resmi, jadwal, status keterlambatan.","Maaf, saya tidak ingin memberi informasi yang tidak pasti. Saya bisa bantu soal cicilan, tenor, denda, DP, jatuh tempo, angsuran, atau pembiayaan. Apakah Bapak/Ibu ingin saya lanjutkan?","Sorry, I do not want to give uncertain information. I can help with installments, tenor, penalties, down payment, due date, monthly payments, or financing. Would you like me to continue?","Kalau belum disetujui, tagihan bulan ini bagaimana?","Sampai ada keputusan resmi, tagihan tetap mengikuti jadwal yang berlaku. Jika belum dibayar, denda atau status keterlambatan bisa terjadi sesuai perjanjian. Karena itu, sebaiknya ajukan permintaan bantuan secepat mungkin.",localized_fallback,formal_id
q3_id_conv_030,indonesia,human_escalation,1,weak,0.45,Someone called claiming to be from the finance company and asked for an OTP to remove a penalty. Is that real?,"Expected answer should warn and escalate fraud. Reason: Strong fraud response. Key terms: OTP, PIN, tim keamanan.","Kalau lewat jatuh tempo, biasanya bisa kena denda sesuai aturan pembiayaan. Saya bisa bantu arahkan cara bayarnya. Mau saya bantu lanjutkan?","If payment goes past the due date, there can usually be a penalty according to the financing rules. I can help guide you on how to pay. Do you want me to continue helping?","Ada yang telepon ngaku dari finance, minta OTP buat hapus denda. Bener gak?","Jangan berikan OTP, password, PIN, atau kode apa pun. Petugas resmi tidak seharusnya meminta OTP untuk hapus denda. Ini perlu dianggap mencurigakan. Saya bisa bantu arahkan ke kanal resmi atau tim keamanan untuk pelaporan.",explain_penalty_or_due_date,colloquial_id
q3_id_conv_030,indonesia,human_escalation,2,weak,0.355,They know my name and part of my contract number.,"Expected answer should collect safe fraud details. Reason: Gives safe evidence collection steps. Key terms: nomor telepon, layanan resmi, rekening pribadi.","Maaf ya, saya tidak mau asal jawab. Saya bisa bantu soal cicilan, tenor, denda, DP, jatuh tempo, angsuran, atau pembiayaan. Mau saya bantu lanjutkan?","Sorry, I do not want to answer carelessly. I can help with installments, tenor, penalties, down payment, due date, monthly payments, or financing. Do you want me to continue?",Dia tahu nama saya dan nomor kontrak sebagian.,"Tetap jangan bagikan data tambahan. Penipu bisa punya sebagian informasi. Catat nomor telepon, waktu panggilan, dan isi permintaan, lalu laporkan lewat layanan resmi. Jangan transfer uang ke rekening pribadi.",localized_fallback,colloquial_id
q3_id_conv_030,indonesia,human_escalation,3,good,0.75,Please connect me to a human.,"Expected answer should handoff to fraud team. Reason: Completes escalation and gives immediate safety step. Key terms: dugaan penipuan, nomor resmi, kontrak.","Baik, saya bantu arahkan ke petugas ya supaya bisa ditangani langsung.","Okay, I will help direct you to an officer so it can be handled directly.",Tolong sambungkan ke manusia.,"Baik, saya akan eskalasikan sebagai dugaan penipuan terkait permintaan OTP dan penghapusan denda. Sambil menunggu, blokir nomor tersebut bila perlu dan hubungi hanya nomor resmi yang tercantum di aplikasi atau kontrak.",escalate_to_human,colloquial_id
q3_id_conv_031,indonesia,regional_accent,1,good,0.917,"Yes sir, I will pay this week, but I do not have the funds yet. Can I be given some time first?","Expected answer should explain due date in polite register. Reason: Understands Javanese-influenced speech but replies in accessible Bahasa. Key terms: jatuh tempo, kontrak, denda.","Nggih Bapak/Ibu, angsuran perlu dibayar sebelum jatuh tempo supaya mboten kena denda keterlambatan. Nggih, mau saya bantu lanjutkan?","Yes, Sir/Ma'am, the installment needs to be paid before the due date so you do not get a late-payment penalty. Yes, would you like me to continue helping?","Nggih Pak, kulo badhe bayar minggu niki, tapi dereng wonten dana. Bisa ditenggangke rumiyin?","Nggih, saya paham Bapak/Ibu sedang menunggu dana. Namun jatuh tempo tetap mengikuti kontrak, jadi kalau melewati tanggalnya, denda atau status terlambat bisa berlaku. Saya bisa bantu catat rencana bayar dan arahkan ke kanal resmi untuk opsi bantuan.",handle_installment_reminder,regional_javanese_id
q3_id_conv_031,indonesia,regional_accent,2,weak,0.45,"If I am only one day late, will I immediately get a penalty?","Expected answer should recommend cutoff check. Reason: Explains uncertainty clearly. Key terms: waktu posting, akun resmi, cut-off.","Nggih, kalau lewat jatuh tempo bisa ada denda sesuai ketentuan pembiayaan. Saya bantu arahkan cara bayarnya. Nggih, mau saya bantu lanjutkan?","Yes, if payment goes past the due date, there can be a penalty according to the financing terms. I will help guide you on how to pay. Yes, would you like me to continue helping?",Menawi telat sedinten mawon nopo langsung kena denda?,Kemungkinan denda tergantung ketentuan produk dan waktu posting pembayaran. Saya tidak bisa memastikan tanpa cek akun resmi. Sebaiknya bayar sebelum jatuh tempo atau hubungi layanan resmi untuk memastikan cut-off pembayaran.,explain_penalty_or_due_date,regional_javanese_id
q3_id_conv_031,indonesia,regional_accent,3,good,0.833,"Yes, which official payment channel should I use?","Expected answer should provide payment channels. Reason: Provides concrete next step in same register. Key terms: virtual account, bukti bayar, rekening pribadi.","Nggih Bapak/Ibu, angsuran perlu dibayar sebelum jatuh tempo supaya mboten kena denda keterlambatan. Nggih, mau saya bantu lanjutkan?","Yes, Sir/Ma'am, the installment needs to be paid before the due date so you do not get a late-payment penalty. Yes, would you like me to continue helping?","Nggih, jalur bayar resmi sing pundi?","Gunakan kanal resmi seperti virtual account, aplikasi penyedia, bank partner, atau gerai pembayaran yang tercantum di kontrak. Simpan bukti bayar, dan jangan transfer ke rekening pribadi.",handle_installment_reminder,regional_javanese_id
q3_id_conv_032,indonesia,regional_accent,1,partial,0.6,"I want to apply for a loan, but my income is uncertain. What should I do?","Expected answer should ask income type. Reason: Interprets Sundanese-influenced speech while replying in Bahasa. Key terms: pengajuan, bukti pemasukan, kemampuan bayar.","Maaf, saya tidak ingin memberi informasi yang tidak pasti. Saya bisa bantu soal cicilan, tenor, denda, DP, jatuh tempo, angsuran, atau pembiayaan. Apakah Bapak/Ibu ingin saya lanjutkan?","Sorry, I do not want to give uncertain information. I can help with installments, tenor, penalties, down payment, due date, monthly payments, or financing. Would you like me to continue?","Abdi hoyong ngajuin pinjaman, tapi penghasilan teu pasti. Kumaha ya?","Baik, saya paham Bapak/Ibu ingin mengajukan pinjaman, tetapi penghasilan belum tetap. Pengajuan masih bisa dipertimbangkan jika ada bukti pemasukan dan kemampuan bayar. Penghasilannya dari usaha, kerja harian, atau freelance?",localized_fallback,formal_id
