scenario_id,category,exchange,customer_text,expected_action,actual_action,quality,overall_score,retrieval_status,retrieval_reason,human_escalation_required,spoken_text,top_source
q1_assess_029,out_of_scope_question,2,Can I use my friend's GST to apply?,warn_customer_safety,warn_customer_safety,good,1.0,answered_with_caution,sufficient_retrieval_confidence,False,"Based on the approved Lendingkart information I found, Please do not use another person's GST or business documents. Application details must be accurate and should belong to the applicant business. If anyone has asked you for upfront money, please do not pay and contact official support.",lendingkart_faq_application_online
q1_assess_029,out_of_scope_question,3,Who can tell me personal loan options?,escalate_to_human,escalate_to_human,good,0.833,answered,sufficient_retrieval_confidence,True,"I do not want to guess on this. I found some related information, but a human specialist should confirm it before we continue. I can arrange a callback or transfer.",lendingkart_privacy_policy
q1_assess_030,out_of_scope_question,1,My UPI payment failed in another app. Can you fix it?,escalate_to_human,escalate_to_human,good,0.75,answered,sufficient_retrieval_confidence,True,"I do not want to guess on this. I found some related information, but a human specialist should confirm it before we continue. I can arrange a callback or transfer.",lendingkart_privacy_policy
q1_assess_030,out_of_scope_question,2,But I need UPI to pay EMI.,answer_repayment,answer_repayment,good,1.0,answered,sufficient_retrieval_confidence,False,"Repayment depends on the sanctioned amount, interest rate, tenure, and loan agreement. For account-specific repayment options, official support should confirm the next step. Would you like me to explain the next safe step for repayment support?",lendingkart_repayment_guide
q1_assess_030,out_of_scope_question,3,Can you take my UPI ID and check?,warn_customer_safety,warn_customer_safety,good,1.0,answered,sufficient_retrieval_confidence,False,"Please do not share OTPs, PAN, Aadhaar, UPI IDs, transaction IDs, bank details, or document numbers in this chat. Use only official secure channels for sensitive information. If anyone has asked you for upfront money, please do not pay and contact official support.",lendingkart_check_eligibility_form
q1_assess_031,out_of_scope_question,1,I got a legal notice from another lender. What should I reply?,escalate_to_human,escalate_to_human,good,0.917,answered,sufficient_retrieval_confidence,True,"I do not want to guess on this. I found some related information, but a human specialist should confirm it before we continue. I can arrange a callback or transfer.",lendingkart_repayment_guide
q1_assess_031,out_of_scope_question,2,Will Lendingkart reject me because of that notice?,answer_eligibility,answer_eligibility,good,1.0,answered,sufficient_retrieval_confidence,False,"I cannot predict rejection from that notice. Credit profile, documents, and application details may be checked, but approval depends on official verification. Would you like me to list the documents usually needed?",lendingkart_operational_risk_policy
q1_assess_031,out_of_scope_question,3,Can a Lendingkart person check before I apply?,escalate_to_human,escalate_to_human,good,1.0,answered,sufficient_retrieval_confidence,True,"I do not want to guess on this. I found some related information, but a human specialist should confirm it before we continue. I can arrange a callback or transfer.",lendingkart_cibil_business_loan
q1_assess_032,out_of_scope_question,1,Tell me which government subsidy scheme gives the cheapest MSME loan.,escalate_to_human,escalate_to_human,good,0.75,answered,sufficient_retrieval_confidence,True,"I do not want to guess on this. I found some related information, but a human specialist should confirm it before we continue. I can arrange a callback or transfer.",lendingkart_types_of_business_loans
q1_assess_032,out_of_scope_question,2,Can Lendingkart guarantee subsidy approval?,answer_eligibility,answer_eligibility,good,0.917,answered,sufficient_retrieval_confidence,False,I cannot guarantee subsidy or loan approval here. Please confirm scheme rules through official government or lender channels. Would you like me to list the documents usually needed?,lendingkart_general_terms_conditions
q1_assess_032,out_of_scope_question,3,Then what can you help with?,answer_question,answer_question,good,1.0,answered,sufficient_retrieval_confidence,False,"I can help with Lendingkart business-loan overview, eligibility, documents, fees and charges, tenure, repayment basics, safe application guidance, and when to escalate to a human. Is there anything else you want to check about the loan?",lendingkart_schedule_of_charges
q1_assess_033,human_assistance_request,1,Can a human call me? I do not want to do this only with a bot.,escalate_to_human,escalate_to_human,good,1.0,answered,sufficient_retrieval_confidence,True,"I do not want to guess on this. I found some related information, but a human specialist should confirm it before we continue. I can arrange a callback or transfer.",lendingkart_cibil_business_loan
q1_assess_033,human_assistance_request,2,"Before that, tell them I need around 10 lakh.",escalate_to_human,escalate_to_human,good,1.0,answered,sufficient_retrieval_confidence,True,"I do not want to guess on this. I found some related information, but a human specialist should confirm it before we continue. I can arrange a callback or transfer.",lendingkart_business_loan_overview
q1_assess_033,human_assistance_request,3,What details should I not give on this call?,warn_customer_safety,warn_customer_safety,good,1.0,answered,sufficient_retrieval_confidence,False,"Please do not share OTPs, PAN, Aadhaar, UPI IDs, transaction IDs, bank details, or document numbers in this chat. Use only official secure channels for sensitive information. If anyone has asked you for upfront money, please do not pay and contact official support.",lendingkart_privacy_policy
q1_assess_034,human_assistance_request,1,I already applied and nobody updated me. I want to speak to someone.,escalate_to_human,escalate_to_human,good,0.833,answered,sufficient_retrieval_confidence,True,"I do not want to guess on this. I found some related information, but a human specialist should confirm it before we continue. I can arrange a callback or transfer.",lendingkart_interest_rate_charges
q1_assess_034,human_assistance_request,2,Can you check status if I give my mobile number?,warn_customer_safety,warn_customer_safety,good,1.0,answered,sufficient_retrieval_confidence,False,"Please do not share OTPs, PAN, Aadhaar, UPI IDs, transaction IDs, bank details, or document numbers in this chat. Use only official secure channels for sensitive information. If anyone has asked you for upfront money, please do not pay and contact official support.",lendingkart_privacy_policy
q1_assess_034,human_assistance_request,3,Then escalate this complaint.,escalate_to_human,escalate_to_human,good,0.75,answered,sufficient_retrieval_confidence,True,"I do not want to guess on this. I found some related information, but a human specialist should confirm it before we continue. I can arrange a callback or transfer.",lendingkart_schedule_of_charges
q1_assess_035,human_assistance_request,1,I got an offer but I don't understand the sanction letter. Can a person explain it?,escalate_to_human,escalate_to_human,good,0.833,answered,sufficient_retrieval_confidence,True,"I do not want to guess on this. I found some related information, but a human specialist should confirm it before we continue. I can arrange a callback or transfer.",lendingkart_general_terms_conditions
q1_assess_035,human_assistance_request,2,It says processing fee and other charges. Are these final?,answer_fee_or_charge,answer_fee_or_charge,good,1.0,answered,sufficient_retrieval_confidence,False,"The KB says processing fees can be up to 3% of the sanctioned amount. Review the official fee schedule, offer, and agreement for exact charges. Would you like me to also explain how this may affect the total repayment?",lendingkart_schedule_of_charges
q1_assess_035,human_assistance_request,3,Please transfer me before I accept.,escalate_to_human,escalate_to_human,good,0.917,answered,sufficient_retrieval_confidence,True,"I do not want to guess on this. I found some related information, but a human specialist should confirm it before we continue. I can arrange a callback or transfer.",lendingkart_loan_fraud_advisory
q1_assess_036,human_assistance_request,1,I may not be able to pay this month's EMI. Can I talk to support?,escalate_to_human,escalate_to_human,good,0.917,answered,sufficient_retrieval_confidence,True,"I do not want to guess on this. I found some related information, but a human specialist should confirm it before we continue. I can arrange a callback or transfer.",lendingkart_repayment_guide
q1_assess_036,human_assistance_request,2,Will they waive penalty if I promise to pay next week?,answer_repayment,answer_repayment,good,1.0,answered,sufficient_retrieval_confidence,False,"I cannot confirm a penalty waive request here. Penalty or repayment support is account-specific, depends on your loan agreement, and must be confirmed by official support. Would you like me to explain the next safe step for repayment support?",lendingkart_business_loan_overview
q1_assess_036,human_assistance_request,3,"Okay connect me, I don't want generic answers.",escalate_to_human,escalate_to_human,good,0.833,answered,sufficient_retrieval_confidence,True,"I do not want to guess on this. I found some related information, but a human specialist should confirm it before we continue. I can arrange a callback or transfer.",lendingkart_cibil_business_loan
q1_assess_037,human_assistance_request,1,"A person claiming Lendingkart asked me to transfer 2,000 rupees. I need a human now.",warn_customer_safety,warn_customer_safety,good,1.0,answered,sufficient_retrieval_confidence,False,"Please use only official Lendingkart channels. Do not pay upfront money to unofficial callers, do not open suspicious links, and do not share OTPs or documents on random WhatsApp numbers. If anyone has asked you for upfront money, please do not pay and contact official support.",lendingkart_loan_fraud_advisory
q1_assess_037,human_assistance_request,2,I already paid. What should I do?,escalate_to_human,escalate_to_human,good,0.75,answered,sufficient_retrieval_confidence,True,"I do not want to guess on this. I found some related information, but a human specialist should confirm it before we continue. I can arrange a callback or transfer.",lendingkart_emi_calculator
q1_assess_037,human_assistance_request,3,Can you take the transaction ID here?,warn_customer_safety,warn_customer_safety,good,1.0,answered,sufficient_retrieval_confidence,False,"Please do not share OTPs, PAN, Aadhaar, UPI IDs, transaction IDs, bank details, or document numbers in this chat. Use only official secure channels for sensitive information. If anyone has asked you for upfront money, please do not pay and contact official support.",lendingkart_eligibility_requirements
q1_assess_038,human_assistance_request,1,Can someone call me in Hindi? English is not comfortable.,escalate_to_human,escalate_to_human,good,0.917,answered,sufficient_retrieval_confidence,True,"I do not want to guess on this. I found some related information, but a human specialist should confirm it before we continue. I can arrange a callback or transfer.",lendingkart_emi_calculator
q1_assess_038,human_assistance_request,2,"Till then, in simple words, what is processing fee?",answer_fee_or_charge,answer_fee_or_charge,good,1.0,answered,sufficient_retrieval_confidence,False,"The KB says processing fees can be up to 3% of the sanctioned amount. Review the official fee schedule, offer, and agreement for exact charges. Would you like me to also explain how this may affect the total repayment?",lendingkart_schedule_of_charges
q1_assess_038,human_assistance_request,3,Please ask the person to explain charges slowly.,escalate_to_human,escalate_to_human,good,0.75,answered,sufficient_retrieval_confidence,True,"I do not want to guess on this. I found some related information, but a human specialist should confirm it before we continue. I can arrange a callback or transfer.",lendingkart_loan_fraud_advisory
q1_assess_039,human_assistance_request,1,I am really frustrated. The bot keeps repeating. Give me an actual agent.,escalate_to_human,escalate_to_human,good,0.833,answered,sufficient_retrieval_confidence,True,"I do not want to guess on this. I found some related information, but a human specialist should confirm it before we continue. I can arrange a callback or transfer.",lendingkart_cibil_business_loan
q1_assess_039,human_assistance_request,2,Do not ask me the same thing again.,escalate_to_human,escalate_to_human,good,0.917,answered,sufficient_retrieval_confidence,True,"I do not want to guess on this. I found some related information, but a human specialist should confirm it before we continue. I can arrange a callback or transfer.",lendingkart_privacy_policy
q1_assess_039,human_assistance_request,3,Just confirm someone will help.,escalate_to_human,escalate_to_human,good,0.917,answered,sufficient_retrieval_confidence,True,"I do not want to guess on this. I found some related information, but a human specialist should confirm it before we continue. I can arrange a callback or transfer.",
q1_assess_040,human_assistance_request,1,My offer says 14.2 percent and 2.5 percent fee. Can you confirm it is correct?,escalate_to_human,escalate_to_human,good,0.917,answered,sufficient_retrieval_confidence,True,"I do not want to guess on this. I found some related information, but a human specialist should confirm it before we continue. I can arrange a callback or transfer.",
q1_assess_040,human_assistance_request,2,But generally what does the KB say about rates and fees?,answer_fee_or_charge,answer_fee_or_charge,good,0.917,answered,sufficient_retrieval_confidence,False,"The KB mentions customised business-loan interest rates starting from 13.5% annually, subject to profile and final offer. Would you like me to also explain how this may affect the total repayment?",lendingkart_interest_rate_charges
q1_assess_040,human_assistance_request,3,"Okay, transfer me to confirm my exact offer.",escalate_to_human,escalate_to_human,good,1.0,answered,sufficient_retrieval_confidence,True,"I do not want to guess on this. I found some related information, but a human specialist should confirm it before we continue. I can arrange a callback or transfer.",lendingkart_privacy_policy
